LASTNAME,FIRSTNAME,MIDDLENAME,SUFFIX,BIRTHDATE,SEX,CITY,POSITION,BARANGAY
ACEDILLO,ARLEEN,AGUILERA,,,,CITY OF CALAPAN (Capital),Lupon Member,Ibaba West
EVORA,RENATO,ICAL,,,,CITY OF CALAPAN (Capital),Lupon Member,Ibaba West
SARMIENTO,ALBERTO,NAVALEN,,,,CITY OF CALAPAN (Capital),Lupon Member,Ibaba West
MAYORDO,RONALDO,MARAVILLA,,,,CITY OF CALAPAN (Capital),Lupon Member,Ibaba West
RICO,APRIL JOY,ASINAS,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ibaba West
ABAC,MYLENE,CASTRO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ibaba West
BAUTISTA,HAZEL JOY,BEZLA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ibaba West
PANOPIO,CARMENCITA,DELOS REYES,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ibaba West
MAÑIBO,JONNAH FAITH,BAGUIO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ibaba West
ILAO,WENELYN,RAYOS,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ibaba West
RAYOS,ANALYN,EVORA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ibaba West
SALIH,JULIE ANN,VALENCIA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ibaba West
BANTA,JAYRMIE LAINE,BARRO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ibaba West
GARCIA,LUNINGNING,MAGADIA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ibaba West
NARSOLES,JESUSA,GENERATO,,,,CITY OF CALAPAN (Capital),Punong Barangay,Ilaya
BUNDA,SEAIRLANDEX,LAGARTIJA,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Ilaya
AGUILUCHO,ZERDIAN,ACLAN,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Ilaya
MORTA,BERNARDO,BIGAEL,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Ilaya
BARCELONA,RODEL,C.,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Ilaya
DIZON,ERIC,ALMANON,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Ilaya
LANDICHO,JULIANA,DIMAANO,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Ilaya
LEIDO,MARIA CHANTELA,ZAMORA,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Ilaya
BARCELONA,MAYLEE JOY,MANAHAN,,,,CITY OF CALAPAN (Capital),SK Chairperson,Ilaya
BARCELONA,KYLE IVAN,MORON,,,,CITY OF CALAPAN (Capital),SK Member,Ilaya
GOMEZ,LADY ARA AGUSTA,ACEDILLO,,,,CITY OF CALAPAN (Capital),SK Member,Ilaya
BON,NICOLE,MORTA,,,,CITY OF CALAPAN (Capital),SK Member,Ilaya
ORTEGA,JOYCE ANN,TOMOLO,,,,CITY OF CALAPAN (Capital),SK Member,Ilaya
ABAO,CHRISTINE JEAN,AQUINO,,,,CITY OF CALAPAN (Capital),SK Member,Ilaya
BIASCA,JERYLL,CATIPAN,,,,CITY OF CALAPAN (Capital),SK Member,Ilaya
PANOPIO,RONNEL,DE GAPA,,,,CITY OF CALAPAN (Capital),SK Member,Ilaya
CORTEZ,MA. LAILANIE,MALABANAN,,,,CITY OF CALAPAN (Capital),Barangay Treasurer,Ilaya
MAGADA,EROS,ALMANON,,,,CITY OF CALAPAN (Capital),Barangay Secretary,Ilaya
BUNDA,DEXTER,LAGARTEJA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Ilaya
CATIPAN,JOSE,MAQUIÑANA,JR.,,,CITY OF CALAPAN (Capital),Barangay Tanod,Ilaya
FRANCISCO,ROLANDO,MENDOZA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Ilaya
CATOY,NELSON JOHN,BAGALACSA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Ilaya
NOBLEZA,NOLIE,DELA CHICA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Ilaya
FRANCISCO,ROBINSON,VALDEZ,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Ilaya
BERNARDO,RANDELL,LUISTRO,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Ilaya
BANAWA,OFELIA,BAGSIT,,,,CITY OF CALAPAN (Capital),Lupon Member,Ilaya
TAA,NORIETA,SORIQUEZ,,,,CITY OF CALAPAN (Capital),Lupon Member,Ilaya
DE GUZMAN,RUEL,CAPISTRANO,,,,CITY OF CALAPAN (Capital),Lupon Member,Ilaya
GUTIERREZ,HECTOR,ADEVA,,,,CITY OF CALAPAN (Capital),Lupon Member,Ilaya
LINTOT,ELAUDIO,HERNANDEZ,,,,CITY OF CALAPAN (Capital),Lupon Member,Ilaya
LALUNA,JOEL,GLORIANE,,,,CITY OF CALAPAN (Capital),Lupon Member,Ilaya
GENERATO,CESAR,TOLENTINO,JR.,,,CITY OF CALAPAN (Capital),Lupon Member,Ilaya
CORTEZA,JOEL,NILO,,,,CITY OF CALAPAN (Capital),Lupon Member,Ilaya
MANGUNDAYAO,GERRY,SANGGALANG,,,,CITY OF CALAPAN (Capital),Lupon Member,Ilaya
SANTIAGO,MICHAEL,SAYAS,,,,CITY OF CALAPAN (Capital),Lupon Member,Ilaya
MORON,EDGAR,AZURA,,,,CITY OF CALAPAN (Capital),Lupon Member,Ilaya
YLAGAN,RANDY CHRIS,CASTRO,,,,CITY OF CALAPAN (Capital),Lupon Member,Ilaya
MORTA,ELENA,CORTEZA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ilaya
ABEJAY,MELISSA,DELA CRUZ,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ilaya
LAT,DULCE,MARCELLANA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ilaya
TORRECAMPO,IMELDA,BUKID,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ilaya
SILAO,JULIETA,MARAMOT,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ilaya
BIASCA,MA. LIZA,CATIPAN,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ilaya
ACLAN,RONALYN,PACAY,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ilaya
METRIO,NAZARELLA,CRUZ,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ilaya
REBOSI,FE,LASQUITE,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Ilaya
DE CHAVEZ,JOLLY,LUZON,,,,CITY OF CALAPAN (Capital),Punong Barangay,Lalud
ORTIZ,MARCELINA,MACAILAO,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lalud
BENTER,MARILYN,MARASIGAN,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lalud
VEGA,RENE,BARAQUEL,JR.,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lalud
DE CHAVEZ,CARMELO,ZAMORA,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lalud
LASCANO,RICHARD,MONTILLA,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lalud
AGUILAR,VIVIAN,GESMUNDO,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lalud
DE CHAVEZ,GENEVIEVE,ADALIA,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lalud
ABU,JOHN ESIKIEL,DELOS REYES,,,,CITY OF CALAPAN (Capital),SK Chairperson,Lalud
DAGUS,DANICA,CRUZEM,,,,CITY OF CALAPAN (Capital),SK Member,Lalud
CAPIO,NINIA EMERLAINE,TATLONGHARI,,,,CITY OF CALAPAN (Capital),SK Member,Lalud
HERNANDEZ,CARLA MAE,ATIENZA,,,,CITY OF CALAPAN (Capital),SK Member,Lalud
LOPENA,JOHN CARLO,HERNANDEZ,,,,CITY OF CALAPAN (Capital),SK Member,Lalud
FAMARIN,JEAN MARCHIE,CLEOFE,,,,CITY OF CALAPAN (Capital),SK Member,Lalud
CONSUL,JHON ANGELO,MACAN,,,,CITY OF CALAPAN (Capital),SK Member,Lalud
CALANOG,DARRYL,MAGAT,,,,CITY OF CALAPAN (Capital),SK Member,Lalud
TAA,MICHELLE ANGELA,ANDALIS,,,,CITY OF CALAPAN (Capital),Barangay Treasurer,Lalud
BANUELOS,LIGAYA,TAA,,,,CITY OF CALAPAN (Capital),Barangay Secretary,Lalud
LUZON,MICHAEL AARON,TARIGA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
SORIANO,JOMAR,ILAMPARO,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
MENDOZA,EMETERIO,SANGGALANG,SR.,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
VILLAR,ELMAR,MONGCOG,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
ALVEYRA,JULLY,LUZON,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
MARQUEZ,CRISTOPHER,DE CHAVEZ,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
DE CHAVEZ,RODOLFO,DELA CHICA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
ROOT,ARVEE,VILLAJUAN,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
MENGUITO,BASILIO,LONTOC,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
DELOS REYES,JHOVEN,CRUZEM,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
DELA CHICA,CONRADO,MORALES,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
DE CHAVEZ,RAYMAR,ALULOD,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
GONDA,JOEL,VILLANUEVA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
MAGALLANES,MARLON,SARZONA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
ADEVA,ELMAR,LUZON,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lalud
LOJO,JOVELYN MICHELLE,ORTIZ,,,,CITY OF CALAPAN (Capital),Day Care Worker,Lalud
VEGA,RENE,BACARRA,SR.,,,CITY OF CALAPAN (Capital),Lupon Member,Lalud
BANUELOS,PATERNO,CHAVEZ,,,,CITY OF CALAPAN (Capital),Lupon Member,Lalud
ARTEZA,EMMER,DAVALOS,,,,CITY OF CALAPAN (Capital),Lupon Member,Lalud
DE CHAVEZ,NOLY,LUZON,,,,CITY OF CALAPAN (Capital),Lupon Member,Lalud
ALCAÑICES,MARK AIRON,CRUZEM,,,,CITY OF CALAPAN (Capital),Lupon Member,Lalud
MALABANAN,PRIMO,MAPA,,,,CITY OF CALAPAN (Capital),Lupon Member,Lalud
AUNGON,ARMAN,ALFARO,,,,CITY OF CALAPAN (Capital),Lupon Member,Lalud
ALCAÑICES,RONALD,BASA,,,,CITY OF CALAPAN (Capital),Lupon Member,Lalud
FRUELDA,PRICISLLA,DAVALOS,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lalud
AGUILAR,LILIAN,TAA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lalud
AREFIN,LEA,FAJARDO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lalud
GONZALES,MICHELLE,JIMENEZ,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lalud
LEGASPI,EDALIN,CAPILLAS,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lalud
MAGNAYE,IRENE,ZOLETA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lalud
AUSTRIA,EMMA,RODECERIO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lalud
PAG-ILAGAN,DOVELYN,SILVESTRE,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lalud
EVANGELISTA,WHELMA,CAYANAN,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lalud
AGUILAR,LILIBETH,NAJITO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lalud
DE CHAVEZ,ZITA,RAGO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lalud
GARCIA,MYLENE,MANONGSONG,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lalud
LARA,ALMA,JAMILLA,,,,CITY OF CALAPAN (Capital),Punong Barangay,Lazareto
EGONIO,RONILO,REYES,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lazareto
LAGUNTE,JUN,LANO,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lazareto
BAJA,GAVINO,REVIRO,JR.,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lazareto
COZ,HEREMINIA,AÑONUEVO,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lazareto
ALEA,CHARLIE,PENTINIO,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lazareto
SERNA,ELLORDE,NILLAS,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lazareto
JASA,ERLINDA,SANTOS,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lazareto
MARASIGAN,SHEILA,FULGENCIO,,,,CITY OF CALAPAN (Capital),SK Chairperson,Lazareto
LAGUNTE,PAUL VHINCENT,DE LEMOS,,,,CITY OF CALAPAN (Capital),SK Member,Lazareto
VILLANUEVA,ROBIELYN,,,,,CITY OF CALAPAN (Capital),SK Member,Lazareto
SALAZAR,RHEA MAE,RIVERA,,,,CITY OF CALAPAN (Capital),SK Member,Lazareto
NOCHE,JOVAIL,,,,,CITY OF CALAPAN (Capital),SK Member,Lazareto
PANCHO,MA. SOPHIA,GUTIERREZ,,,,CITY OF CALAPAN (Capital),Barangay Treasurer,Lazareto
LOGMAO,MONA TERESE,DELA TORRE,,,,CITY OF CALAPAN (Capital),Barangay Secretary,Lazareto
BAES,BERNIE,MARASIGAN,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lazareto
ALEA,KIERVIN,DOMINGO,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lazareto
VILLANUEVA,FELIX,CIELO,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lazareto
LARGADO,LEO,SARZONA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lazareto
SALAZAR,WELMIE,BIGAEL,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lazareto
RICO,RODEL,ARCACETAS,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lazareto
CORPUZ,EDGAR,SANTIAGO,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lazareto
LUZON,ALJUN,GABAY,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lazareto
SANTOS,JIMMY,MIRANDA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lazareto
BARCELONA,ALLAN,CATOY,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lazareto
SALAZAR,ALLAN,BEGAIL,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lazareto
SORIANO,JUNAR,CASTILLO,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lazareto
ADA,ROLANDO,HERMOSO,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lazareto
CLARIN,JONATHAN,ALEA,,,,CITY OF CALAPAN (Capital),Lupon Member,Lazareto
COLANGOY,MATEO,BENEDICTO,,,,CITY OF CALAPAN (Capital),Lupon Member,Lazareto
ABAO,NOEL,MAZO,,,,CITY OF CALAPAN (Capital),Lupon Member,Lazareto
ALVEYRA,ALLAN,BARCELONA,,,,CITY OF CALAPAN (Capital),Lupon Member,Lazareto
MONTOYA,ROMEO,RAMONES,,,,CITY OF CALAPAN (Capital),Lupon Member,Lazareto
MENDOZA,DENNIS,PAGILAGAN,,,,CITY OF CALAPAN (Capital),Lupon Member,Lazareto
BRIMON,MARICEL,SORIANO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
BANQUILES,PRESCILLA,CEBU,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
BITON,ZAIDE,DOLLENTE,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
RODIL,ANATALIA,ROLLON,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
AGUILAR,GLENDA,ESCAREZ,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
VILLANUEVA,CHRISTY,VILLANUEVA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
VILLANUEVA,JOSEPHINE,ALDEA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
ABELGAS,DIANARRA,GANIBO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
SAPUNTO,CORAZON,DELA CRUZ,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
GUTIERREZ,RINALYN,DE CASTRO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
CEBU,LANIE,MENDOZA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
BILOG,ROSALIE,GUTIERREZ,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
CAIMEN,MYLA,RAMOS,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
JACOLBIA,KARENN,PENTINIO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
PANOY,MARICEL,MERCANO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
SANTOS,VIRGINIA,VALENZUELA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lazareto
ROJAS,DENNIS,ALONZO,,,,CITY OF CALAPAN (Capital),Punong Barangay,Libis
REPIL,REBECCA,SELORIO,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Libis
MENDOZA,CARY VINCENT,GANILAO,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Libis
VILLENA,ALJHUN,MARANAN,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Libis
BOTONES,FERVELYN,MACAN,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Libis
ATIENZA,ARISTIDES,CASANOVA,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Libis
DAGOS,PRUDENCIO,BULAKLAK,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Libis
GUMERA,GILBERT,SANTUA,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Libis
MASONGSONG,EUNICE ANNE,AZUL,,,,CITY OF CALAPAN (Capital),SK Chairperson,Libis
NIZAL,ANGELICA NICOLE,GANILAO,,,,CITY OF CALAPAN (Capital),SK Member,Libis
CADIZ,ALEXANDER NICOLE,,,,,CITY OF CALAPAN (Capital),SK Member,Libis
DE TORRES,LEI ANNE,TEJOSO,,,,CITY OF CALAPAN (Capital),SK Member,Libis
JAVIER,RONALD,VICENTE,,,,CITY OF CALAPAN (Capital),SK Member,Libis
MARTE,RAE ANGELA,FERNANDEZ,,,,CITY OF CALAPAN (Capital),SK Member,Libis
SOOE,KAREN FAYE,DE CASTRO,,,,CITY OF CALAPAN (Capital),SK Member,Libis
RADONES,KHENESHE,RAÑA,,,,CITY OF CALAPAN (Capital),SK Member,Libis
ZOLETA,LEIZEL,PAGCALIWAGAN,,,,CITY OF CALAPAN (Capital),Barangay Treasurer,Libis
LIZEN,FLOR,RICABLANCA,,,,CITY OF CALAPAN (Capital),Barangay Secretary,Libis
CHUA,ELMA,GAITO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Libis
DINAUANAO,LUCILLE,ROSAL,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Libis
Mallari,Rowena,Bonilla,,,,CITY OF CALAPAN (Capital),Punong Barangay,Lumangbayan
Montero,Jay,Orejudos,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lumangbayan
Mandigma,Manuel,Macali,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lumangbayan
Fortu,Jezreel,Lagmay,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lumangbayan
Quezon,Dennis,L.,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lumangbayan
Sanchez,Danilo,Arenas,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lumangbayan
MONTERO,RODORA,CATAPANG,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lumangbayan
FERRER,CHRISTOPHER,M.,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Lumangbayan
VILLASANTA,KATELYN,MONTERO,,,,CITY OF CALAPAN (Capital),SK Chairperson,Lumangbayan
DE MESA,SUNSHINE,ALUPIT,,,,CITY OF CALAPAN (Capital),SK Member,Lumangbayan
VILLANUEVA,BRYAN CARL,CATAPANG,,,,CITY OF CALAPAN (Capital),SK Member,Lumangbayan
ESPLAGO,ARRA MAY,MENDOZA,,,,CITY OF CALAPAN (Capital),SK Member,Lumangbayan
AMUGUIS,MARK LOUIE,CALMA,,,,CITY OF CALAPAN (Capital),SK Member,Lumangbayan
ALDABA,CHRISTIAN PAULO,JAVIER,,,,CITY OF CALAPAN (Capital),SK Member,Lumangbayan
RAMOS,JUSTIN YZEL,DELA CERNA,,,,CITY OF CALAPAN (Capital),SK Member,Lumangbayan
,,,,,,CITY OF CALAPAN (Capital),SK Member,Lumangbayan
BAJADO,CRISTINA,MANALO,,,,CITY OF CALAPAN (Capital),Barangay Treasurer,Lumangbayan
CARAIG,GERMELYN,RAYOS,,,,CITY OF CALAPAN (Capital),Barangay Secretary,Lumangbayan
VILLANUEVA,MARLON,MAGNAYE,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lumangbayan
DELA CRUZ,ESTELITA,RECANA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lumangbayan
DEL ROSARIO,ROCEL,ALCALA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lumangbayan
CLERIGO,ARIES,AUSTRIA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lumangbayan
GALANG,DONALYN,ROLDAN,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lumangbayan
GARCIA,DESIDERIO,SARABIA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lumangbayan
FOX,NIÑO,MAGSINO,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lumangbayan
DELOS SANTOS,REYNALDO,TAMALOSA,JR.,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lumangbayan
DEL ROSARIO,DANIEL,ALCALA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Lumangbayan
GONZALES,JAIME,ATIENZA,,,,CITY OF CALAPAN (Capital),Lupon Member,Lumangbayan
MENDOZA,LYDIA,MANALO,,,,CITY OF CALAPAN (Capital),Lupon Member,Lumangbayan
QUEZON,MERCEDITA,LUARCA,,,,CITY OF CALAPAN (Capital),Lupon Member,Lumangbayan
AFABLE,JOSELITO,SAA,,,,CITY OF CALAPAN (Capital),Lupon Member,Lumangbayan
VILLAN,FRORENCIA,ARELLANO,,,,CITY OF CALAPAN (Capital),Lupon Member,Lumangbayan
ALACAZ,ROMMEL,UPAO,,,,CITY OF CALAPAN (Capital),Lupon Member,Lumangbayan
GALANG,RONALYN,ROLDAN,,,,CITY OF CALAPAN (Capital),Lupon Member,Lumangbayan
DELA PAZ,ROWENA,REYES,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lumangbayan
CUETO,CAROLINE,FERRER,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lumangbayan
TEMPLE,EMILY,MANANSALA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lumangbayan
DARM,MARICEL,GARCIA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lumangbayan
NOCHE,MERLINDA,MANGUERA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lumangbayan
ARORONG,MARY CRIS,MALLARI,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lumangbayan
GUNDAY,AILYN,DEL ROSARIO,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lumangbayan
GIPAN,MARIECRIS,MENDOZA,,,,CITY OF CALAPAN (Capital),Barangay Health Worker,Lumangbayan
SANTIAGO,EDNA,DELIMOS,,,,CITY OF CALAPAN (Capital),Punong Barangay,Mahal Na Pangalan
ABES,FRANCIS,DIMAANO,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Mahal Na Pangalan
CEPILLO,MARLON,DAYRIT,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Mahal Na Pangalan
DAYRIT,FLORENCE,CIELO,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Mahal Na Pangalan
ABATA,YOLANDA,ALBERTO,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Mahal Na Pangalan
BERON,ARDY,ARROYO,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Mahal Na Pangalan
MALUBAY,DAN CRIS,ALON,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Mahal Na Pangalan
ABATA,AUDENCIO,ALBERTO,,,,CITY OF CALAPAN (Capital),Sangguniang Barangay Member,Mahal Na Pangalan
CAMARILLO,JOSHUA,CAMAGON,,,,CITY OF CALAPAN (Capital),SK Chairperson,Mahal Na Pangalan
BELO,JERICO,,,,,CITY OF CALAPAN (Capital),SK Member,Mahal Na Pangalan
SALIH,MILBERT,TATLONGHARI,,,,CITY OF CALAPAN (Capital),SK Member,Mahal Na Pangalan
RAMOS,KIAN MARK,HERNANDEZ,,,,CITY OF CALAPAN (Capital),SK Member,Mahal Na Pangalan
WALES,MARK,VERGARA,,,,CITY OF CALAPAN (Capital),SK Member,Mahal Na Pangalan
BACAY,DREW JERICO,OFILAN,,,,CITY OF CALAPAN (Capital),SK Member,Mahal Na Pangalan
JUANILLO,JOFFEL,ALCANO,II,,,CITY OF CALAPAN (Capital),SK Member,Mahal Na Pangalan
AGUADA,JERICO,SALAZAR,,,,CITY OF CALAPAN (Capital),SK Member,Mahal Na Pangalan
MARASIGAN,RACHELLE,FRUELDA,,,,CITY OF CALAPAN (Capital),Barangay Treasurer,Mahal Na Pangalan
SULAPAS,RUBYLY,AQUINO,,,,CITY OF CALAPAN (Capital),Barangay Secretary,Mahal Na Pangalan
MEN,MARIFE,CAMAGON,,,,CITY OF CALAPAN (Capital),Nutrition Scholar,Mahal Na Pangalan
AZUCENA,LEONILO,BACAY,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Mahal Na Pangalan
EVORA,ELMER,CRUEL,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Mahal Na Pangalan
PERSIA,ALVIN,ALBERTO,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Mahal Na Pangalan
DELOS REYES,ORLAN,GABIA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Mahal Na Pangalan
RUALLO,ARTHUR,SANTIAGO,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Mahal Na Pangalan
ALMAZAN,RENANTE,FLORES,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Mahal Na Pangalan
OJASTRO,ALBERT,MENDREJE,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Mahal Na Pangalan
LABANGCO,ALMA,BALUMA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Mahal Na Pangalan
BERON,MICHAEL,EVORA,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Mahal Na Pangalan
LAZATIN,TITA,BELLEN,,,,CITY OF CALAPAN (Capital),Barangay Tanod,Mahal Na Pangalan
